Anonymized ID	AGE_04
A00039755	22.87397260274
A00055215	22.876712328767
A00066246	22.909589041096
A00054532	22.969863013699
A00061387	23.019178082192003
A00060516	23.021917808218998
A00063103	23.046575342466003
A00038831	23.095890410959
A00061709	23.131506849315
A00065617	23.158904109589
A00072203	23.194520547945
A00058667	23.194520547945
A00066232	23.221917808219
A00029231	23.290410958903998
A00035553	23.309589041096
A00023510	23.342465753425003
A00040740	23.353424657534
A00057035	23.361643835616
A00008399	23.389041095889997
A00066926	23.4
A00060773	23.410958904110004
A00053577	23.430136986300997
A00031549	23.446575342466
A00066812	23.449315068493
A00057444	23.504109589041
A00043509	23.578082191781
A00037116	23.715068493151
A00065574	23.720547945205002
A00065790	23.819178082192
A00028352	23.830136986300996
A00060582	23.893150684932
A00039636	23.912328767122997
A00029127	23.920547945205
A00066319	23.923287671233002
A00040890	24.123287671233
A00037378	24.145205479452
A00039143	24.180821917808
A00052126	24.235616438356
A00028177	24.241095890411
A00062917	24.33698630137
A00039819	24.383561643836003
A00035608	24.391780821918
A00037647	24.520547945205003
A00035881	24.52602739726
A00044291	24.556164383562002
A00060925	24.665753424657996
A00063589	24.723287671233003
A00058214	24.819178082192
A00037266	24.835616438356
A00028694	25.032876712329003
A00039463	25.098630136986
A00056919	25.150684931507
A00060471	25.238356164383998
A00061882	25.356164383562003
A00035840	25.405479452055
A00053850	25.498630136985998
A00055738	25.6
A00054504	25.627397260274
A00031604	25.654794520548002
A00064580	25.698630136985997
A00040524	25.720547945205002
A00058515	25.794520547944998
A00043677	25.923287671233002
A00038522	25.969863013699
A00059911	26.183561643836
A00033747	26.257534246575
A00035943	26.26301369863
A00033643	26.293150684931998
A00066822	26.320547945205004
A00057372	26.361643835616
A00051548	26.476712328767
A00039218	26.490410958904
A00060662	26.493150684931997
A00028185	26.569863013699003
A00052125	26.783561643836002
A00066827	26.786301369863
A00038998	26.838356164384
A00056097	26.879452054795
A00028207	26.931506849315
A00037118	27.079452054795
A00037122	27.101369863014003
A00043704	27.13698630137
A00062411	27.273972602740002
A00039277	27.47397260274
A00039488	27.484931506848998
A00066781	27.556164383562002
A00037117	27.558904109589
A00052235	27.597260273973
A00060848	27.676712328767
A00051679	27.769863013699002
A00060093	27.791780821918
A00040573	27.87397260274
A00034193	27.901369863014
A00063368	27.936986301370002
A00033232	27.939726027396997
A00057808	27.956164383562
A00039084	27.972602739726
A00061598	28.010958904109998
A00057183	28.065753424658
A00058131	28.153424657534
A00060630	28.293150684931998
A00038642	28.298630136986
A00043722	28.405479452055
A00055373	28.657534246574997
A00040640	28.769863013699002
A00043998	28.805479452055
A00060279	28.841095890411
A00043520	28.890410958904
A00010893	28.909589041096
A00051539	28.953424657533997
A00055121	28.961643835616
A00040226	29.013698630137
A00038616	29.235616438356
A00045590	29.424657534246997
A00038189	29.449315068493
A00055542	29.528767123288002
A00053851	29.641095890411002
A00052500	29.66301369863
A00062351	29.73698630137
A00055446	29.786301369863
A00037725	30.010958904109998
A00062248	30.216438356163998
A00053475	30.347945205479004
A00035036	30.397260273972996
A00055806	30.778082191781
A00031625	30.797260273973
A00051774	30.852054794521
A00030989	30.958904109589
A00037170	31.0
A00060372	31.063013698629998
A00060006	31.194520547945
A00061284	31.26301369863
A00037511	31.331506849314998
A00053473	31.515068493151002
A00055160	31.591780821918
A00037396	31.706849315068002
A00037198	31.794520547944998
A00050940	31.895890410959
A00037445	31.975342465753002
A00060259	32.076712328767
A00051676	32.087671232877
A00037848	32.227397260274
A00060581	32.317808219178
A00054019	32.487671232877
A00060480	32.624657534247
A00029304	32.956164383562005
A00054441	32.956164383562005
A00040151	32.958904109589
A00056949	33.076712328767
A00060632	33.161643835616005
A00052340	33.194520547945
A00053854	33.284931506849
A00062288	33.38904109589
A00066236	33.643835616438
A00031871	33.684931506849
A00039431	33.876712328767
A00034385	34.07397260274
A00056098	34.120547945205004
A00062934	34.232876712329
A00040874	34.306849315068
A00059428	34.446575342466005
A00043299	34.695890410959
A00059756	34.786301369863
A00029126	34.835616438356
A00040623	34.964383561644
A00063326	35.134246575342004
A00037112	35.257534246575
A00037081	35.679452054795
A00040944	35.791780821918
A00059074	35.868493150685
A00055447	36.460273972603
A00055763	36.512328767123
A00043721	36.567123287670995
A00055962	36.832876712329
A00056489	36.912328767123
A00076589	36.915068493151004
A00035827	36.915068493151004
A00035072	37.016438356163995
A00061276	37.093150684932
A00039391	37.101369863014
A00032875	37.457534246575
A00061806	37.553424657533995
A00053902	37.613698630137
A00052181	37.756164383562
A00066865	37.819178082192
A00037866	37.827397260274
A00037582	37.854794520548
A00057965	37.967123287671
A00038115	38.021917808219
A00056306	38.027397260274
A00066282	38.07397260274
A00053455	38.104109589041
A00062282	38.147945205479004
A00058952	38.189041095890005
A00058218	38.298630136986
A00037783	38.441095890411
A00043803	38.550684931507
A00051927	38.567123287670995
A00056556	38.682191780822
A00052560	38.887671232877004
A00054914	39.115068493151
A00055751	39.320547945205
A00033832	39.336986301370004
A00054857	39.709589041096
A00066788	39.802739726027
A00031605	39.920547945205
A00028871	40.095890410959
A00076026	40.131506849315
A00061204	40.227397260274
A00056452	40.298630136986
A00051513	40.391780821918005
A00035765	40.583561643836
A00031894	41.071232876711996
A00037768	41.495890410959
A00037784	41.569863013699
A00075920	41.734246575342
A00033011	41.758904109589
A00052117	42.139726027396996
A00038623	42.172602739726
A00073283	42.180821917808
A00058503	42.194520547945
A00040990	42.235616438356
A00065379	42.271232876712
A00061407	42.312328767123
A00053607	42.358904109589
A00031607	42.441095890411
A00028754	42.547945205479
A00062266	42.608219178081995
A00059346	42.630136986301
A00034987	42.676712328766996
A00045554	42.728767123288
A00028842	42.794520547945
A00062942	42.8
A00039951	42.854794520548
A00039607	42.898630136986
A00065935	42.915068493151004
A00061711	42.950684931507
A00065487	43.019178082192
A00065991	43.046575342466
A00028784	43.120547945205004
A00060407	43.172602739726
A00035535	43.53698630137
A00059344	43.569863013699
A00053901	43.621917808219
A00053202	43.665753424658
A00063008	43.753424657534
A00040525	43.794520547945005
A00062210	43.873972602740004
A00057313	44.065753424658006
A00035798	44.079452054795
A00035951	44.219178082192
A00050815	44.260273972602995
A00044011	44.397260273973
A00037421	44.408219178082
A00059845	44.534246575341996
A00067062	44.608219178081995
A00043283	44.638356164384
A00043521	44.660273972602994
A00038411	44.682191780822
A00064081	44.695890410958995
A00061001	44.789041095890006
A00029104	44.821917808219006
A00028150	44.824657534246995
A00073677	44.93698630137
A00065974	44.945205479452
A00040493	45.027397260274
A00065480	45.095890410958994
A00061597	45.175342465753005
A00065995	45.268493150684996
A00058552	45.342465753424996
A00037119	45.38904109589001
A00039461	45.4
A00040494	45.416438356164
A00040806	45.454794520548
A00058144	45.468493150685
A00060430	45.72602739726
A00039500	45.734246575342
A00050721	46.079452054795
A00066871	46.243835616438
A00028468	46.284931506849006
A00052180	46.367123287671006
A00040678	46.534246575341996
A00035699	46.660273972602994
A00062926	46.712328767123005
A00062255	46.739726027397005
A00043324	46.783561643836
A00041540	46.945205479452
A00053874	47.202739726027005
A00043617	47.224657534247
A00044345	47.282191780822004
A00052319	47.443835616438
A00040462	47.468493150685
A00063424	47.517808219178
A00052612	47.528767123288
A00053927	47.569863013699
A00034827	47.602739726027
A00039074	47.808219178082
A00050998	47.876712328767006
A00031167	47.934246575341994
A00033609	47.969863013699
A00033764	48.024657534247
A00037115	48.128767123288
A00064415	48.290410958904
A00040174	48.306849315068
A00039560	48.479452054795
A00035606	48.583561643836
A00066800	48.646575342466
A00028400	49.016438356163995
A00039118	49.142465753425
A00066245	49.304109589041005
A00043739	49.317808219178
A00044405	49.353424657534
A00028995	49.358904109589005
A00035633	49.438356164384004
A00035744	49.438356164384004
A00040757	49.44931506849301
A00039393	49.493150684932004
A00035625	49.50410958904101
A00061263	49.515068493151
A00054897	49.586301369863
A00038817	49.58904109589001
A00037831	49.709589041096
A00061790	49.712328767123005
A00043790	49.761643835616
A00051925	49.780821917808
A00035504	49.871232876712
A00043383	49.893150684932
A00028192	49.947945205479
A00037377	50.002739726027
A00039168	50.054794520548
A00043635	50.271232876712
A00040116	50.383561643836
A00066013	50.38904109589001
A00031452	50.52602739726
A00038957	50.613698630136994
A00039895	50.621917808219
A00039685	50.810958904109995
A00062268	50.830136986301
A00052577	50.923287671233
A00032862	50.95890410958901
A00061634	51.27397260274
A00061962	51.290410958904
A00065743	51.328767123288
A00031893	51.364383561644004
A00028152	51.364383561644004
A00031683	51.397260273973
A00040594	51.46301369863
A00062285	51.528767123288
A00029230	51.706849315068
A00040500	51.758904109589004
A00035562	51.821917808219006
A00037244	51.895890410959
A00033834	51.961643835615995
A00062292	52.030136986301
A00040461	52.153424657533996
A00061647	52.232876712328995
A00064053	52.39452054794501
A00039353	52.419178082192005
A00037110	52.60547945205499
A00062368	52.676712328767
A00060264	52.709589041096
A00066162	52.8
A00073525	52.86301369863
A00040383	52.904109589041006
A00065873	52.915068493151
A00039249	53.024657534247
A00044154	53.030136986301
A00037111	53.060273972603
A00050742	53.104109589041
A00051882	53.219178082192
A00039635	53.249315068493004
A00037439	53.331506849315005
A00043417	53.47397260274
A00028399	53.509589041096
A00066419	53.556164383562
A00050912	53.556164383562
A00061203	53.6
A00043762	53.687671232876994
A00066156	53.693150684932
A00055061	53.819178082192
A00063481	53.821917808219006
A00053627	53.893150684932
A00066237	53.906849315067994
A00037646	53.928767123288004
A00065572	54.104109589041
A00073529	54.126027397259996
A00063110	54.145205479452
A00029215	54.197260273973
A00065478	54.27397260274
A00061802	54.293150684932
A00037267	54.372602739726
A00051023	54.386301369863006
A00028994	54.438356164384004
A00035378	54.443835616438
A00044100	54.602739726027
A00037767	54.652054794521
A00037712	54.712328767123005
A00037492	55.01095890410999
A00060383	55.189041095890005
A00037817	55.597260273973
A00037375	55.635616438355996
A00037457	55.690410958903996
A00039257	55.715068493150994
A00028246	55.860273972603
A00054358	56.060273972603
A00063031	56.150684931506994
A00044370	56.315068493150996
A00060005	56.364383561644004
A00028339	56.468493150685
A00037726	56.49589041095899
A00055692	56.57808219178099
A00053647	56.627397260274
A00066131	56.657534246575004
A00035437	56.810958904109995
A00043325	56.852054794520996
A00057445	56.92602739726
A00062416	57.093150684932006
A00028184	57.101369863014
A00028822	57.161643835616
A00059662	57.27397260274
A00039820	57.380821917808
A00063000	57.386301369863006
A00037386	57.41095890410999
A00040891	57.424657534247
A00066302	57.506849315067996
A00033849	57.509589041096
A00059107	57.632876712328994
A00028430	57.684931506849004
A00037588	57.764383561644
A00061210	57.797260273972995
A00060574	57.810958904109995
A00051529	57.873972602740004
A00062929	57.879452054794996
A00039846	58.221917808219004
A00043634	58.301369863014
A00041049	58.484931506849
A00039276	58.515068493151
A00040439	58.569863013699
A00033748	58.764383561644
A00066864	58.769863013698995
A00037545	58.857534246575
A00033589	58.893150684932
A00033903	58.972602739726
A00034400	59.093150684932006
A00073230	59.153424657533996
A00039432	59.158904109589
A00054895	59.243835616438
A00039699	59.260273972602995
A00065722	59.290410958904
A00008326	59.33698630136999
A00040055	59.49589041095899
A00055352	59.545205479452
A00039331	59.643835616438
A00052639	59.654794520548
A00031872	59.690410958903996
A00028691	59.720547945205
A00037635	59.821917808219006
A00028605	59.912328767123
A00040091	60.065753424658006
A00040580	60.213698630136996
A00032876	60.213698630136996
A00051835	60.213698630136996
A00039974	60.219178082192
A00038414	60.241095890410996
A00028380	60.487671232877
A00040784	60.490410958904
A00037124	60.657534246575004
A00065829	60.893150684932
A00065749	60.934246575341994
A00039041	60.945205479452
A00037510	60.964383561644
A00066539	61.027397260274
A00040517	61.043835616437995
A00054153	61.06849315068499
A00040599	61.109589041096
A00051528	61.180821917808
A00039669	61.6
A00065717	61.789041095890006
A00028552	61.879452054794996
A00028271	61.92602739726
A00028389	61.953424657534
A00013809	61.956164383562005
A00035440	62.134246575342
A00033022	62.183561643836
A00073942	62.194520547945004
A00033998	62.27397260274
A00053369	62.405479452055
A00062928	62.638356164384
A00038806	62.665753424658
A00051456	62.739726027397005
A00038520	62.824657534246995
A00061021	62.838356164384
A00061483	62.890410958904
A00056164	62.906849315067994
A00030912	62.956164383562005
A00040343	63.065753424658006
A00062937	63.139726027397
A00031794	63.161643835616
A00059664	63.221917808219004
A00028929	63.33698630136999
A00033734	63.402739726027
A00044344	63.690410958903996
A00040225	63.945205479452
A00065611	63.975342465753
A00037522	64.032876712329
A00045589	64.104109589041
A00061485	64.312328767123
A00053949	64.627397260274
A00060923	64.67671232876701
A00073611	64.73150684931501
A00028613	64.928767123288
A00064323	65.068493150685
A00061656	65.139726027397
A00033752	65.178082191781
A00033962	65.205479452055
A00039952	65.24109589041099
A00061600	65.44931506849301
A00040286	65.51232876712301
A00028266	65.723287671233
A00039975	65.745205479452
A00061767	65.75890410958901
A00060170	65.794520547945
A00061275	65.887671232877
A00066460	65.923287671233
A00040567	65.950684931507
A00040311	66.01095890411
A00033673	66.139726027397
A00061281	66.186301369863
A00044369	66.221917808219
A00063455	66.257534246575
A00040741	66.282191780822
A00030990	66.364383561644
A00052234	66.40821917808199
A00040312	66.479452054795
A00060575	66.50410958904101
A00050911	66.553424657534
A00033963	66.58630136986301
A00039593	66.641095890411
A00039758	66.747945205479
A00039559	66.791780821918
A00061728	66.884931506849
A00051678	66.934246575342
A00037120	67.06301369863
A00028912	67.10684931506799
A00052070	67.13698630136999
A00067174	67.238356164384
A00038959	67.246575342466
A00062923	67.309589041096
A00040104	67.38904109589001
A00060602	67.490410958904
A00021039	67.608219178082
A00051517	67.70410958904101
A00056372	68.334246575342
A00040285	68.48767123287699
A00052118	68.51232876712301
A00027651	68.553424657534
A00054038	68.802739726027
A00033647	68.821917808219
A00060185	68.879452054795
A00052499	68.887671232877
A00039640	68.942465753425
A00055353	68.947945205479
A00073953	69.024657534247
A00064328	69.26301369863
A00061666	69.419178082192
A00039966	69.454794520548
A00066389	69.52328767123299
A00059361	69.561643835616
A00051604	69.59452054794501
A00039655	69.62465753424699
A00061787	69.627397260274
A00051457	69.854794520548
A00028678	69.901369863014
A00038805	70.065753424658
A00040324	70.087671232877
A00033735	70.471232876712
A00040257	70.56986301369899
A00054621	70.56986301369899
A00065302	70.61095890410999
A00060184	70.715068493151
A00058436	70.857534246575
A00040182	71.142465753425
A00029075	71.183561643836
A00039490	71.33698630136999
A00039639	71.38904109589001
A00058644	71.40273972602701
A00044410	71.556164383562
A00052423	71.698630136986
A00058998	71.712328767123
A00054482	71.73698630137
A00053625	71.852054794521
A00050977	71.89315068493201
A00059663	71.975342465753
A00040054	72.016438356164
A00058317	72.30684931506799
A00025566	72.465753424658
A00054622	72.482191780822
A00058318	72.545205479452
A00039845	72.55068493150699
A00053926	72.682191780822
A00039916	72.690410958904
A00060431	72.958904109589
A00039923	73.052054794521
A00066831	73.345205479452
A00062254	73.452054794521
A00054929	73.45753424657501
A00028625	73.627397260274
A00035076	73.67397260274001
A00039988	73.72876712328801
A00063473	73.813698630137
A00033021	74.21095890410999
A00039783	74.304109589041
A00040536	74.369863013699
A00073308	74.427397260274
A00064061	74.616438356164
A00037818	74.78630136986301
A00061725	74.879452054795
A00073296	75.008219178082
A00040351	75.068493150685
A00034093	75.13698630136999
A00066130	75.142465753425
A00052214	75.227397260274
A00066820	75.252054794521
A00039965	75.252054794521
A00044427	75.44109589041099
A00028340	75.47671232876701
A00063470	75.482191780822
A00060301	75.493150684932
A00063479	75.720547945205
A00032010	76.046575342466
A00040152	76.276712328767
A00061274	76.48493150684901
A00040629	76.59452054794501
A00060306	76.67397260274001
A00028845	76.876712328767
A00039700	77.090410958904
A00040248	77.2
A00051455	77.21643835616399
A00029219	77.575342465753
A00060252	78.257534246575
A00053626	78.419178082192
A00073705	78.51232876712301
A00051796	78.53698630136999
A00038519	78.898630136986
A00039083	79.356164383562
A00040382	79.55068493150699
A00037589	79.657534246575
A00044068	79.805479452055
A00028521	80.219178082192
A00028858	80.265753424658
A00058130	80.452054794521
A00039756	80.602739726027
A00058145	80.682191780822
A00065865	81.139726027397
A00050679	81.534246575342
A00035054	81.734246575342
A00035337	81.906849315068
A00063458	82.58904109589001
A00044408	83.052054794521
A00019903	83.183561643836
A00039040	83.356164383562
A00054913	83.528767123288
A00039856	83.698630136986
A00039657	83.72602739726
A00065565	84.287671232877
A00056371	84.328767123288
A00028522	84.780821917808
A00053456	85.293150684932
A00040181	85.62191780821901
